date,year,season,chambre,consultation,bureau
2014-04-07,2014,spring,12.9396284207765,13.7960975824486,15.7908093020346
2014-04-08,2014,spring,9.59916003592815,11.7109930269618,16.7509752137217
2014-04-09,2014,spring,11.5728034505579,13.8074309903247,15.0928017280773
2014-04-10,2014,spring,11.3402890073832,12.2099030781326,15.5209214450415
2014-04-11,2014,spring,10.4449450553096,12.993789337782,14.6947567644702
2014-04-12,2014,spring,10.0614929055579,12.9012734216338,16.1968797113788
2014-04-13,2014,spring,12.0904469864524,12.2722395630069,16.2673272973185
2014-04-14,2014,spring,8.5096814613787,12.9675388193428,16.4908748661535
2014-04-15,2014,spring,9.87194448802128,11.4690050239212,14.6227174834126
2014-04-16,2014,spring,9.07829583595717,12.5632990771601,15.9497625496842
2014-04-17,2014,spring,11.910452718561,13.5252267810102,14.8984698232796
2014-04-18,2014,spring,10.3244358469701,10.5253113001157,15.8421428662134
2014-04-19,2014,spring,9.99046808014528,11.2115097619868,17.1851514349355
2014-04-20,2014,spring,13.6991837536813,11.5374983917481,15.3390022279952
2014-04-21,2014,spring,10.4651020117273,11.1103462551996,16.5592108358683
2014-04-22,2014,spring,10.0713899677484,13.1190189886414,15.0928589308458
2014-04-23,2014,spring,10.8150045297511,11.706507599589,15.3639993044792
2014-04-24,2014,spring,8.94671465885998,10.5348888640161,16.2812492655161
2014-04-25,2014,spring,11.005441922287,12.0618671842646,15.1634152444716
2014-04-26,2014,spring,10.418976078535,12.3088006978703,14.139562679784
2014-04-27,2014,spring,10.9836644021451,13.5562214231232,17.1076959501428
2014-04-28,2014,spring,9.53276864367709,11.5956838133462,16.2028847528093
2014-04-29,2014,spring,9.492155437467,13.8607252050838,15.2588880743694
2014-04-30,2014,spring,9.82172461633876,13.0977986649737,13.8484487275989
2014-05-01,2014,spring,9.74714970652216,13.0617881069806,17.7447372863288
2014-05-02,2014,spring,11.8141892462985,11.8469102790306,19.232898336201
2014-05-03,2014,spring,12.094284841423,14.6531038292431,16.0500079222849
2014-05-04,2014,spring,10.3582473265759,12.5351651172479,16.6923341624407
2014-05-05,2014,spring,10.1562027190303,10.8745383651667,17.0670878270036
2014-05-06,2014,spring,10.1861004491933,12.4955794779526,15.1407230813909
2014-05-07,2014,spring,10.584375757468,10.764991878613,15.4913312853729
2014-05-08,2014,spring,10.612043513316,12.3889258335584,14.1154064782843
2014-05-09,2014,spring,10.8051736673805,12.2772089461554,15.1059492826576
2014-05-10,2014,spring,9.76846033856869,13.3812656397485,16.4649372978156
2014-05-11,2014,spring,9.66824289079463,13.7089321350825,15.5518115256886
2014-05-12,2014,spring,11.712216943361,11.9733309844439,15.6283159807464
2014-05-13,2014,spring,9.96651191851162,13.5055448177201,15.7299679634269
2014-05-14,2014,spring,10.8181849748404,14.1237590590138,13.9788605324339
2014-05-15,2014,spring,10.4581687458116,11.9152919445024,16.6801574491611
2014-05-16,2014,spring,9.55728988746428,12.0470315828457,14.399034625994
2014-05-17,2014,spring,11.1062011890265,13.3502143124987,15.6339573525138
2014-05-18,2014,spring,10.6882441531079,12.882483919289,15.4039640528706
2014-05-19,2014,spring,11.9149226358275,13.2482109097893,15.6239336980733
2014-05-20,2014,spring,10.6325988642419,14.1041202438926,17.3024934596652
2014-05-21,2014,spring,10.1835935214141,13.0865190689215,15.2604675970141
2014-05-22,2014,spring,10.7934341929203,13.7511372195204,15.0594299192176
2014-05-23,2014,spring,9.32954763057961,13.3223414116822,14.3228735199856
2014-05-24,2014,spring,9.67924522622135,13.1330563391539,15.0368294333182
2014-05-25,2014,spring,11.0254125307544,13.0855203875295,14.6763428075617
2014-05-26,2014,spring,10.182018378391,13.9907592538031,16.2504737111778
2014-05-27,2014,spring,10.4491783332625,11.6971760756344,14.9795232689216
2014-05-28,2014,spring,10.399917570193,11.5942532201876,16.1465695499576
2014-05-29,2014,spring,9.86462666084042,13.2913819527423,15.6961000270815
2014-05-30,2014,spring,8.49645062053253,12.5797462852119,14.4089653350187
2014-05-31,2014,spring,10.8639742497915,12.77344116103,15.0519197292068
2014-06-01,2014,spring,11.2767787872618,13.4407133265165,16.7276399699871
2014-06-02,2014,spring,9.22642304426482,13.4527309971941,16.745603600884
2014-06-03,2014,spring,11.9975419980736,12.4367654459833,17.8481007892301
2014-06-04,2014,spring,10.9002941033022,12.386892080348,15.8389472065297
2014-06-05,2014,spring,11.8567795746088,12.7730345583529,14.3467007009473
2014-06-06,2014,spring,9.55796880837266,13.7624537386398,15.0741104879143
2014-06-07,2014,spring,10.6819205679692,13.1254564360241,16.2510160197696
2014-06-08,2014,spring,10.4151253206761,14.1324434601683,17.7426638498242
2014-06-09,2014,spring,11.2836467114967,12.6917990789251,15.9525366383692
2014-06-10,2014,spring,9.93927971170225,13.8251035545658,16.9829143400579
2014-06-11,2014,spring,10.5050416076625,13.5824382603623,16.6106088196217
2014-06-12,2014,spring,8.736480130871,13.3115194102451,14.6744358928121
2014-06-13,2014,spring,9.73751783674444,13.1141366561235,15.6714148626646
2014-06-14,2014,spring,10.6401731632801,12.4195535522025,17.1477890512771
2014-06-15,2014,spring,9.80881778722672,12.5903984401758,16.7186236245254
2014-06-16,2014,spring,10.4715697938035,12.9288314450535,16.3063236564973
2014-06-17,2014,spring,10.0472133056897,12.7483248400243,16.3196417603063
2014-06-18,2014,spring,11.1220694157764,13.6426604177313,15.3511222147201
2014-06-19,2014,spring,11.6836275883645,12.5901188261586,14.5231422015853
2014-06-20,2014,spring,9.69263786680742,12.6290590277572,17.1379533057608
2014-06-21,2014,spring,10.2081027210202,12.2151168617794,14.4223080232625
2014-06-22,2014,summer,26.6519002222371,34.1340399784901,40.2491337948662
2014-06-23,2014,summer,28.2197611344627,33.6183073721331,41.9286377770815
2014-06-24,2014,summer,26.3286015925533,32.6165672908816,40.9736813940346
2014-06-25,2014,summer,27.0389257286701,33.1565167454029,41.471306770745
2014-06-26,2014,summer,26.4079966351604,32.1275501410321,40.4115310970731
2014-06-27,2014,summer,28.2114596996719,32.4796439625397,39.7839364600157
2014-06-28,2014,summer,28.037109158581,33.3020647950731,41.849910035962
2014-06-29,2014,summer,28.0126808352166,31.6485433088337,41.173229286522
2014-06-30,2014,summer,28.0332609140885,31.758133390617,40.6960900355045
2014-07-01,2014,summer,28.1480418883218,34.5492410646447,41.004393121505
2014-07-02,2014,summer,28.2301526339134,32.8700569409972,42.2610661375585
2014-07-03,2014,summer,25.6221345852687,31.5949841356571,40.2369911603392
2014-07-04,2014,summer,27.441979780583,33.3338126257796,40.1857493504961
2014-07-05,2014,summer,27.7032599544948,34.7677451324301,40.3155427422519
2014-07-06,2014,summer,28.3154723445907,34.1089301621432,39.3501665267494
2014-07-07,2014,summer,26.4033100659376,33.8880590635622,41.754785932463
2014-07-08,2014,summer,27.091195952127,34.6304217774884,41.1275274417035
2014-07-09,2014,summer,26.5171531511917,32.6751744241077,41.1423297691772
2014-07-10,2014,summer,28.6480363546526,34.1763650565606,40.8918104406116
2014-07-11,2014,summer,28.8698687251522,32.8595902494297,40.4249973535351
2014-07-12,2014,summer,28.3784728673021,33.4474400515711,40.111739181183
2014-07-13,2014,summer,26.3683927593659,35.6611411845487,41.7870141982519
2014-07-14,2014,summer,28.0427482586796,34.4161102609179,39.5089731220391
2014-07-15,2014,summer,28.7412453283238,34.2146835789258,41.3754567369247
2014-07-16,2014,summer,27.7587371226794,32.3383479533904,40.1425461442016
2014-07-17,2014,summer,27.0246868090469,32.6604399452139,41.2174680095047
2014-07-18,2014,summer,26.5046779013316,35.7307923454702,40.1944672727691
2014-07-19,2014,summer,26.9254933463828,32.3533751012353,40.4118161122752
2014-07-20,2014,summer,28.3056444978922,33.6611552404937,42.7045237119863
2014-07-21,2014,summer,27.159135041561,34.3392469248457,41.6034404138928
2014-07-22,2014,summer,27.818411081883,34.4654338375509,38.7902607706836
2014-07-23,2014,summer,28.8857419376132,34.5357878761278,41.0615702110596
2014-07-24,2014,summer,28.1691310824124,33.2835468753234,40.483344858702
2014-07-25,2014,summer,28.9554689234164,32.6256891680886,39.7985316071816
2014-07-26,2014,summer,25.8892163392825,33.13941863222,41.1449436853904
2014-07-27,2014,summer,27.3101198622291,32.5445778566691,41.0651233109786
2014-07-28,2014,summer,27.6558641614351,34.0737446083236,40.6066512223912
2014-07-29,2014,summer,28.1693854335514,34.5670308936347,42.9078613622967
2014-07-30,2014,summer,26.4215895204139,35.5738894177021,38.6864677281427
2014-07-31,2014,summer,28.3969809973902,33.8127902481403,41.7733771822377
2014-08-01,2014,summer,27.8981862181052,32.5718944880149,40.6461345244967
2014-08-02,2014,summer,27.8546021555476,34.4711507282018,41.5916712055386
2014-08-03,2014,summer,28.099280933548,34.3514347589039,40.4811600943206
2014-08-04,2014,summer,27.4744377020659,33.2084271693058,40.3412932325142
2014-08-05,2014,summer,28.516342240442,31.8888209613363,39.2247781285646
2014-08-06,2014,summer,28.2390259156744,34.2079857606025,40.7257093666865
2014-08-07,2014,summer,27.4405867677752,34.5758202608502,43.4139035963163
2014-08-08,2014,summer,28.6311731612836,33.1515680345027,41.9248600030886
2014-08-09,2014,summer,27.8833548268891,33.9829186835666,42.6107299507861
2014-08-10,2014,summer,28.2595475413824,33.1707853904581,41.8501231132733
2014-08-11,2014,summer,26.9966185003187,34.1289911103461,42.0794205029211
2014-08-12,2014,summer,29.1712279789288,33.3293851504938,41.8380342094584
2014-08-13,2014,summer,27.5868071975929,33.1020000012885,41.4105502267244
2014-08-14,2014,summer,28.4386389108364,33.5582963634058,40.3526290209622
2014-08-15,2014,summer,27.4906796160502,33.1632705502263,40.4022230576358
2014-08-16,2014,summer,27.3111662349623,32.8556587007543,39.334317798584
2014-08-17,2014,summer,28.3752343872229,33.1307389339662,40.9293400810793
2014-08-18,2014,summer,26.0061794973517,33.4385237128831,41.834513470816
2014-08-19,2014,summer,28.0691622897369,33.6541710059271,41.9670803514853
2014-08-20,2014,summer,27.9843625149377,34.9790994868344,41.0302904994147
2014-08-21,2014,summer,24.8954667728184,32.0886780342551,40.3875301777373
2014-08-22,2014,summer,27.9591734704762,33.2470568146557,44.2256752382778
2014-08-23,2014,summer,25.4223783945959,34.0781989929894,41.6718433262097
2014-08-24,2014,summer,28.2506005188356,35.2086967686515,42.3557330998384
2014-08-25,2014,summer,27.1368824085617,33.8726902278241,40.5974771542919
2014-08-26,2014,summer,26.895859316708,33.4329224487332,40.8972001679047
2014-08-27,2014,summer,27.5839498387702,33.1391189556122,41.383764892666
2014-08-28,2014,summer,28.9638481869269,33.8609840293169,42.6116801069075
2014-08-29,2014,summer,26.955473064725,34.435733785405,40.6236832495031
2014-08-30,2014,summer,28.1488994358917,33.2628175546626,41.7887734617423
2014-08-31,2014,summer,27.9319540103648,33.6104372720552,38.840343160639
2014-09-01,2014,summer,26.4112775128013,33.663612209353,40.4279033608776
2014-09-02,2014,summer,25.8497741246089,34.1759534994183,39.6431487181959
2014-09-03,2014,summer,25.5982103707038,34.5580562722333,42.0485205123164
2014-09-04,2014,summer,28.1420703534108,33.7258366821482,40.770704706679
2014-09-05,2014,summer,27.5560540804116,33.3705051936614,40.5447837129525
2014-09-06,2014,summer,29.4413678455535,34.8413389974172,42.3042576411578
2014-09-07,2014,summer,28.164471250206,33.6112099828142,42.0514306531993
2014-09-08,2014,summer,28.4404920330255,35.0245278440021,40.0371365914918
2014-09-09,2014,summer,28.9251797272779,33.3847532075891,41.3630242825689
2014-09-10,2014,summer,27.0900770439779,34.0605988294023,39.706713226447
2014-09-11,2014,summer,28.1008940701714,31.9005872709634,40.4595427707481
2014-09-12,2014,summer,28.4595894121871,33.3342839038712,42.5517354321062
2014-09-13,2014,summer,28.9601478299459,33.4248813252477,42.3852857462897
2014-09-14,2014,summer,28.3534472882693,32.6883304477921,42.0441765504261
2014-09-15,2014,summer,28.0119433149802,32.4107829807863,40.3642539086289
2014-09-16,2014,summer,26.7225720946717,34.3948351677604,39.0537263246837
2014-09-17,2014,summer,28.3203565029006,34.3608345991363,39.7594596109351
2014-09-18,2014,summer,28.0910620143612,32.1479438703621,41.8877143195868
2014-09-19,2014,summer,28.2250463956498,33.8710546601429,40.6445899087942
2014-09-20,2014,summer,28.0144411875152,32.3341305452535,38.7725496493913
2014-09-21,2014,summer,27.3889580972329,32.395602639027,40.7549703072428
2014-09-22,2014,summer,27.5139302435089,33.972088313475,42.3453970160838
2014-09-23,2014,autumn,10.8087957957881,13.2814477726836,15.6995856612063
2014-09-24,2014,autumn,9.34406861173913,15.302902584531,14.1970884591462
2014-09-25,2014,autumn,8.61941050320353,14.2937314717505,14.9318362871858
2014-09-26,2014,autumn,9.33877992963176,12.5054657193169,15.9906682058556
2014-09-27,2014,autumn,10.1998548265901,12.1751451698132,16.8598610508902
2014-09-28,2014,autumn,11.0534008561806,13.0600805514619,14.1503298516185
2014-09-29,2014,autumn,8.22538700047829,14.7488374930925,17.4074496180973
2014-09-30,2014,autumn,11.1885289105427,13.7127419105614,17.430998970076
2014-10-01,2014,autumn,10.1707848818566,12.7185575553038,14.8886922498621
2014-10-02,2014,autumn,10.7351061248744,14.3022973599625,16.5043090679661
2014-10-03,2014,autumn,8.51207159203368,13.2866924034216,14.9983692924188
2014-10-04,2014,autumn,9.49867277514637,12.2993842928531,15.9068085270847
2014-10-05,2014,autumn,9.71709296600303,13.8812552463563,16.9606712446197
2014-10-06,2014,autumn,11.2092185035776,14.9442056023233,16.9003481534718
2014-10-07,2014,autumn,11.193501202664,13.8545310902773,15.1828339021396
2014-10-08,2014,autumn,10.6004176145169,13.6120631632834,15.6453720512975
2014-10-09,2014,autumn,11.7695393368924,12.7638196637274,15.0558449347759
2014-10-10,2014,autumn,9.64991595552318,13.988461323014,16.3715521656779
2014-10-11,2014,autumn,11.1778643490425,12.3494922572541,14.4729333413393
2014-10-12,2014,autumn,10.1293871254778,11.7669137676636,13.4026830642217
2014-10-13,2014,autumn,9.49798505909214,13.3767100236507,17.5018207876459
2014-10-14,2014,autumn,11.0887071935994,13.3854692863455,18.3054814187678
2014-10-15,2014,autumn,11.546427486118,15.7851183241473,15.5769749655342
2014-10-16,2014,autumn,11.0435775714534,12.2037154842526,16.7931109928679
2014-10-17,2014,autumn,9.65592369984629,13.5909691154935,16.0245057220633
2014-10-18,2014,autumn,9.69553952111345,14.2251158857667,17.506322305489
2014-10-19,2014,autumn,11.5430030020746,14.4706556362604,16.5861524383424
2014-10-20,2014,autumn,10.5181535616863,13.4093383074852,16.2356724708892
2014-10-21,2014,autumn,10.9949011345897,12.6768066507152,14.2328720540072
2014-10-22,2014,autumn,9.82662517160424,13.3542787402745,17.1149641865708
2014-10-23,2014,autumn,11.4263620917332,15.3598187840817,15.6811548907262
2014-10-24,2014,autumn,9.35657201030636,13.9028018003203,14.628518421058
2014-10-25,2014,autumn,10.7906786761352,11.3755857195864,15.8302118408597
2014-10-26,2014,autumn,9.34815218970044,14.8435219207947,15.9052303459807
2014-10-27,2014,autumn,7.70275213868278,13.9605654530596,17.0912153784392
2014-10-28,2014,autumn,8.82236964458888,13.386491020307,14.864612473509
2014-10-29,2014,autumn,10.3016223544787,13.4021991710344,15.4743648784546
2014-10-30,2014,autumn,11.0482499048944,13.2702730723511,17.5201284341562
2014-10-31,2014,autumn,8.41402507217373,13.6766222730997,17.3906742745431
2014-11-01,2014,autumn,8.91390268634902,12.9161958591075,17.1952230496754
2014-11-02,2014,autumn,11.929873151844,13.6970740438045,17.6935324511209
2014-11-03,2014,autumn,9.73142780544529,12.4887067673238,16.2360394856029
2014-11-04,2014,autumn,10.6710272871992,13.6202096674192,15.4501248189033
2014-11-05,2014,autumn,9.63839183389123,14.5269002128109,16.5872125676365
2014-11-06,2014,autumn,9.86674427011704,13.9292689057983,17.090731631599
2014-11-07,2014,autumn,10.2525713618738,14.4538124685956,18.4456417772441
2014-11-08,2014,autumn,10.1762889980676,12.3291940303419,14.0670261730618
2014-11-09,2014,autumn,9.97276694422649,13.4748555766171,16.3052442088398
2014-11-10,2014,autumn,9.69553067012481,14.0373130948666,16.6868030886427
2014-11-11,2014,autumn,7.11746626546983,12.3520579244112,15.9774098504126
2014-11-12,2014,autumn,12.0339826556023,14.985877129203,14.4741862572879
2014-11-13,2014,autumn,11.9557513635116,12.3852547811592,16.7735093978593
2014-11-14,2014,autumn,9.06424541354932,13.5845815006503,15.2529227645091
2014-11-15,2014,autumn,9.99721963315858,13.5718951224996,16.5378700046035
2014-11-16,2014,autumn,11.540602459981,13.5417330941113,16.9395602117909
2014-11-17,2014,autumn,11.1636171783208,13.209638208501,17.3159655162476
2014-11-18,2014,autumn,11.4419287740143,13.8699995792907,14.4741447083875
2014-11-19,2014,autumn,9.09358023710875,12.388898300247,17.1137503539521
2014-11-20,2014,autumn,12.7425952514665,12.1306986039213,15.275027148827
2014-11-21,2014,autumn,9.03186719549822,12.7654941540312,14.7429890319241
2014-11-22,2014,autumn,10.9192434971518,13.3627386882967,17.3463291716925
2014-11-23,2014,autumn,10.3066031357142,14.6768106125015,17.178268479038
2014-11-24,2014,autumn,9.76161683730652,15.007516932009,15.789425238068
2014-11-25,2014,autumn,9.78591135708753,13.7395442546892,16.7915492120114
2014-11-26,2014,autumn,9.17393034273755,13.8016544148376,15.17168276435
2014-11-27,2014,autumn,11.7879869510254,13.176417908505,15.880976926721
2014-11-28,2014,autumn,10.2548403830313,13.4681158761975,15.9382852720122
2014-11-29,2014,autumn,10.4245451044829,12.0155169310427,15.751268451269
2014-11-30,2014,autumn,10.3749599883296,13.7099965210403,16.7661072422703
2014-12-01,2014,autumn,9.79015640220768,12.8845092098507,17.569336041269
2014-12-02,2014,autumn,9.0313059105135,13.754741565245,15.5762374429941
2014-12-03,2014,autumn,10.4190534649525,13.07408145299,15.9993500534173
2014-12-04,2014,autumn,8.07168770530962,12.758447057308,17.6687658549385
2014-12-05,2014,autumn,8.74676021243294,13.2009514153424,15.7029665352465
2014-12-06,2014,autumn,9.08893046033017,13.0531578815108,13.4279703351659
2014-12-07,2014,autumn,9.0866482925962,14.5146409999869,16.545992292221
2014-12-08,2014,autumn,10.2725159718356,13.6292708745816,15.1455404946618
2014-12-09,2014,autumn,11.7638147035933,13.8525542182977,15.0334700997691
2014-12-10,2014,autumn,8.65000301120358,12.1792092063437,17.4528253193579
2014-12-11,2014,autumn,10.5990031758652,14.9168845017725,18.4800065127883
2014-12-12,2014,autumn,11.0648719085896,13.5794332333053,14.9922259643695
2014-12-13,2014,autumn,9.17579495297967,12.5637813887412,17.0630336874398
2014-12-14,2014,autumn,10.1125277537461,13.7291094375913,15.9378606674034
2014-12-15,2014,autumn,10.9889380578906,14.2904968219894,16.1738159649935
2014-12-16,2014,autumn,9.90981805272116,12.0363856538429,17.2542452072294
2014-12-17,2014,autumn,9.94464280801734,15.1101697621751,16.2456830242141
2014-12-18,2014,autumn,10.4730539464792,13.2620320869661,15.1806431519123
2014-12-19,2014,autumn,10.1053139019353,14.5412335727931,15.5615996310302
2014-12-20,2014,autumn,9.60967426532933,13.4923241112334,16.7181437610719
2014-12-21,2014,winter,20.0244292123203,27.9754008357655,32.9757030891348
2014-12-22,2014,winter,23.4556209260287,29.4643476443962,33.5636703466194
2014-12-23,2014,winter,20.793226445348,29.2526932664613,33.9697684689021
2014-12-24,2014,winter,22.3823076069986,29.5630291982096,33.0353361436022
2014-12-25,2014,winter,22.1700175665883,28.533425056463,33.6316553007964
2014-12-26,2014,winter,23.6534460302046,29.934054357878,32.0302771947646
2014-12-27,2014,winter,22.5492258592369,27.6387912814203,32.9261994136817
2014-12-28,2014,winter,22.4623156790854,28.7625233736447,32.7555518263565
2014-12-29,2014,winter,23.0585123530388,28.1072598044004,33.3715146054106
2014-12-30,2014,winter,21.5333619879898,29.4921587796355,33.5331696156935
2014-12-31,2014,winter,22.1644776881138,28.9414069030205,33.0522321228532
2015-01-01,2015,winter,23.537960957988,29.9211082233885,32.4096358790608
2015-01-02,2015,winter,23.0438501651601,30.8699010105997,32.2461358850658
2015-01-03,2015,winter,21.0848798374277,28.9520556733433,33.4543707124526
2015-01-04,2015,winter,22.9983329115911,28.2767834894199,34.532686954126
2015-01-05,2015,winter,20.9827869195765,27.9878834150996,32.3887145069209
2015-01-06,2015,winter,21.7620657404606,28.5483661593877,32.7910514295534
2015-01-07,2015,winter,23.5712969280372,28.741798305258,33.5065306621025
2015-01-08,2015,winter,20.1093313687344,30.8032020563389,32.6212296517877
2015-01-09,2015,winter,20.5813623532994,27.6822905988806,33.297422416671
2015-01-10,2015,winter,23.6617492170066,27.7181827050935,33.1282539848722
2015-01-11,2015,winter,21.5455837601276,28.4034334513006,32.3995985112839
2015-01-12,2015,winter,23.6040835627591,29.3989596051166,34.0072913529889
2015-01-13,2015,winter,22.1921263434241,29.6325120013557,34.0221579390735
